"","YEAR","MONTH","LOCATION","MEAN_24HOUR","SEASON"
"781",2011,6,"Upfield Railway Line",607.655172413793,"Winter"
"782",2011,6,"Gardiners Creek Trail No. 2",609.931034482759,"Winter"
"783",2008,7,"Main Yarra Trail, South Bank",612.193548387097,"Winter"
"784",2007,6,"St Georges Road No.1",613.821428571429,"Winter"
"785",2006,11,"Tram 109 Trail",614.366666666667,"Spring"
"786",2006,2,"Koonung Trail, Balwyn North",614.5,"Summer"
"787",2011,5,"Tram 109 Trail",616.354838709677,"Autumn"
"788",2007,1,"Koonung Trail, Balwyn North",616.4,"Summer"
"789",2007,3,"Upfield Railway Line",616.8,"Autumn"
"790",2007,2,"Koonung Trail, Balwyn North",617,"Summer"
"791",2008,5,"Tram 109 Trail",618.806451612903,"Autumn"
"792",2007,8,"Capital City Trail, Princes Hill",620.833333333333,"Winter"
"793",2012,10,"Moreland St Path, Maribyrnong City",621.241379310345,"Spring"
"794",2009,1,"Gardiners Creek Trail No. 2",621.258064516129,"Summer"
"795",2007,4,"Gardiners Creek Trail No. 2",622.033333333333,"Autumn"
"796",2009,4,"Upfield Railway Line",624.392857142857,"Autumn"
"797",2010,12,"Tram 109 Trail",624.4,"Summer"
"798",2012,3,"Koonung Trail, Balwyn North",625.777777777778,"Autumn"
"799",2006,1,"St Georges Road No.1",626.103448275862,"Summer"
"800",2012,7,"Tram 109 Trail",626.806451612903,"Winter"
"801",2012,10,"Koonung Trail, Balwyn North",627.384615384615,"Spring"
"802",2009,9,"Gardiners Creek Trail No. 2",628.3,"Spring"
"803",2011,10,"Main Yarra Trail No.1",628.620689655172,"Spring"
"804",2007,2,"Upfield Railway Line",628.75,"Summer"
"805",2012,6,"Tram 109 Trail",630.230769230769,"Winter"
"806",2011,12,"Main Yarra Trail No.1",630.966666666667,"Summer"
"807",2012,11,"Koonung Trail, Balwyn North",632.966666666667,"Spring"
"808",2008,2,"Koonung Trail, Balwyn North",634.535714285714,"Summer"
"809",2012,9,"Upfield Railway Line",635.842105263158,"Spring"
"810",2011,1,"Upfield Railway Line",635.967741935484,"Summer"
"811",2009,5,"Upfield Railway Line",636.870967741935,"Autumn"
"812",2007,6,"Bay Trail in St Kilda",638.965517241379,"Winter"
"813",2008,9,"Tram 109 Trail",640.275862068965,"Spring"
"814",2012,4,"Main Yarra Trail No.1",641.846153846154,"Autumn"
"815",2009,2,"Gardiners Creek Trail No. 2",641.851851851852,"Summer"
"816",2008,10,"Koonung Trail, Balwyn North",642,"Spring"
"817",2007,9,"Capital City Trail, Princes Hill",645.366666666667,"Spring"
"818",2007,10,"Gardiners Creek Trail No. 2",646.066666666667,"Spring"
"819",2009,7,"Capital City Trail, Princes Hill",646.516129032258,"Winter"
"820",2010,5,"Gardiners Creek Trail No. 2",649.516129032258,"Autumn"
"821",2009,6,"Capital City Trail, Princes Hill",650.137931034483,"Winter"
"822",2008,8,"Capital City Trail, Princes Hill",652.064516129032,"Winter"
"823",2008,12,"Capital City Trail, Princes Hill",652.366666666667,"Summer"
"824",2012,4,"Upfield Railway Line",652.678571428571,"Autumn"
"825",2007,12,"Capital City Trail, Princes Hill",653,"Summer"
"826",2007,1,"Tram 109 Trail",653.866666666667,"Summer"
"827",2012,1,"Koonung Trail, Balwyn North",655.193548387097,"Summer"
"828",2006,12,"St Georges Road No.1",655.354838709677,"Summer"
"829",2007,11,"Gardiners Creek Trail No. 2",656.1,"Spring"
"830",2010,12,"Gardiners Creek Trail No. 2",657,"Summer"
"831",2011,1,"Main Yarra Trail No.1",657.225806451613,"Summer"
"832",2008,4,"Upfield Railway Line",657.931034482759,"Autumn"
"833",2011,7,"Napier St Path, Yarra City",658.967741935484,"Winter"
"834",2012,8,"Tram 109 Trail",659,"Winter"
"835",2007,5,"Capital City Trail, Princes Hill",659.645161290323,"Autumn"
"836",2010,5,"Upfield Railway Line",659.967741935484,"Autumn"
"837",2011,12,"Upfield Railway Line",660,"Summer"
"838",2006,9,"St Georges Road No.1",662.75,"Spring"
"839",2006,5,"St Georges Road No.1",663.258064516129,"Autumn"
"840",2007,3,"Gardiners Creek Trail No. 2",664.233333333333,"Autumn"
"841",2012,7,"Gardiners Creek Trail No. 2",665.548387096774,"Winter"
"842",2006,8,"St Georges Road No.1",665.645161290323,"Winter"
"843",2008,11,"Tram 109 Trail",666.433333333333,"Spring"
"844",2008,8,"Main Yarra Trail, South Bank",667.387096774194,"Winter"
"845",2011,1,"Koonung Trail, Balwyn North",668.129032258065,"Summer"
"846",2007,1,"Gardiners Creek Trail No. 2",671.166666666667,"Summer"
"847",2008,10,"Gardiners Creek Trail No. 2",672,"Spring"
"848",2011,9,"Upfield Railway Line",672.233333333333,"Spring"
"849",2011,9,"Tram 109 Trail",672.344827586207,"Spring"
"850",2009,2,"Koonung Trail, Balwyn North",673.148148148148,"Summer"
"851",2006,5,"Main Yarra Trail, South Bank",673.193548387097,"Autumn"
"852",2011,5,"Upfield Railway Line",673.870967741935,"Autumn"
"853",2008,6,"Main Yarra Trail, South Bank",675,"Winter"
"854",2006,10,"Gardiners Creek Trail No. 2",676.233333333333,"Spring"
"855",2010,2,"Koonung Trail, Balwyn North",676.37037037037,"Summer"
"856",2013,1,"Moreland St Path, Maribyrnong City",676.952380952381,"Summer"
"857",2008,1,"Koonung Trail, Balwyn North",677.258064516129,"Summer"
"858",2010,5,"Tram 109 Trail",680.041666666667,"Autumn"
"859",2006,7,"Bay Trail in St Kilda",680.290322580645,"Winter"
"860",2006,11,"Capital City Trail, Princes Hill",680.733333333333,"Spring"
"861",2008,8,"Bay Trail in St Kilda",683.967741935484,"Winter"
"862",2008,6,"Capital City Trail, Princes Hill",684.103448275862,"Winter"
"863",2007,1,"Capital City Trail, Princes Hill",684.3,"Summer"
"864",2011,8,"Tram 109 Trail",684.4,"Winter"
"865",2007,4,"Tram 109 Trail",684.9,"Autumn"
"866",2012,9,"Main Yarra Trail No.1",686.5,"Spring"
"867",2012,6,"Gardiners Creek Trail No. 2",688.208333333333,"Winter"
"868",2009,1,"Koonung Trail, Balwyn North",688.774193548387,"Summer"
"869",2008,5,"Bay Trail in St Kilda",689.193548387097,"Autumn"
"870",2012,2,"Moreland St Path, Maribyrnong City",691.034482758621,"Summer"
"871",2009,8,"Capital City Trail, Princes Hill",691.966666666667,"Winter"
"872",2009,8,"Main Yarra Trail, South Bank",692.107142857143,"Winter"
"873",2008,10,"Upfield Railway Line",692.206896551724,"Spring"
"874",2010,8,"Capital City Trail, Princes Hill",692.6,"Winter"
"875",2008,3,"Tram 109 Trail",692.967741935484,"Autumn"
"876",2011,4,"Upfield Railway Line",693.448275862069,"Autumn"
"877",2007,8,"Bay Trail in St Kilda",693.733333333333,"Winter"
"878",2010,1,"Koonung Trail, Balwyn North",694.724137931035,"Summer"
"879",2006,4,"Main Yarra Trail, South Bank",695,"Autumn"
"880",2010,10,"Upfield Railway Line",697.142857142857,"Spring"
"881",2006,10,"Tram 109 Trail",697.966666666667,"Spring"
"882",2006,1,"Tram 109 Trail",699.333333333333,"Summer"
"883",2005,11,"Capital City Trail, Princes Hill",699.6,"Spring"
"884",2010,11,"Upfield Railway Line",701.666666666667,"Spring"
"885",2012,8,"Gardiners Creek Trail No. 2",703.931034482759,"Winter"
"886",2006,2,"Capital City Trail, Princes Hill",704.192307692308,"Summer"
"887",2007,11,"Tram 109 Trail",705.166666666667,"Spring"
"888",2009,10,"Upfield Railway Line",706.379310344828,"Spring"
"889",2005,11,"St Georges Road No.1",707,"Spring"
"890",2008,12,"Royal Pde N Bound Lane",707.275862068965,"Summer"
"891",2008,12,"Royal Pde S Bound Lane",707.275862068965,"Summer"
"892",2011,8,"Upfield Railway Line",708.8,"Winter"
"893",2007,10,"Tram 109 Trail",709.166666666667,"Spring"
"894",2010,10,"Tram 109 Trail",710.857142857143,"Spring"
"895",2012,2,"Koonung Trail, Balwyn North",711.178571428571,"Summer"
"896",2007,3,"Tram 109 Trail",711.366666666667,"Autumn"
"897",2012,1,"Upfield Railway Line",712.41935483871,"Summer"
"898",2008,2,"Upfield Railway Line",712.571428571429,"Summer"
"899",2009,1,"Royal Pde N Bound Lane",712.683333333333,"Summer"
"900",2009,1,"Royal Pde S Bound Lane",712.683333333333,"Summer"
"901",2009,5,"Tram 109 Trail",713.774193548387,"Autumn"
"902",2009,11,"Upfield Railway Line",714.966666666667,"Spring"
"903",2011,7,"Capital City Trail, Princes Hill",716.903225806452,"Winter"
"904",2012,3,"Main Yarra Trail No.1",717.25,"Autumn"
"905",2009,3,"Upfield Railway Line",718.290322580645,"Autumn"
"906",2009,7,"Main Yarra Trail, South Bank",719.190476190476,"Winter"
"907",2007,8,"St Georges Road No.1",719.733333333333,"Winter"
"908",2008,4,"Tram 109 Trail",719.925925925926,"Autumn"
"909",2007,8,"Main Yarra Trail, South Bank",720.7,"Winter"
"910",2009,8,"Bay Trail in St Kilda",724.266666666667,"Winter"
"911",2012,5,"Upfield Railway Line",725.137931034483,"Autumn"
"912",2011,11,"Main Yarra Trail No.1",725.4,"Spring"
"913",2005,12,"Main Yarra Trail, South Bank",725.45,"Summer"
"914",2010,6,"Capital City Trail, Princes Hill",726.137931034483,"Winter"
"915",2011,4,"Tram 109 Trail",726.62962962963,"Autumn"
"916",2010,4,"Upfield Railway Line",727.307692307692,"Autumn"
"917",2007,9,"St Georges Road No.1",728.333333333333,"Spring"
"918",2011,9,"Gardiners Creek Trail No. 2",730.241379310345,"Spring"
"919",2011,10,"Upfield Railway Line",731.5,"Spring"
"920",2009,12,"Gardiners Creek Trail No. 2",733,"Summer"
"921",2009,4,"Tram 109 Trail",733.642857142857,"Autumn"
"922",2007,1,"St Georges Road No.1",735.1,"Summer"
"923",2011,7,"Bay Trail in St Kilda",735.838709677419,"Winter"
"924",2007,2,"Gardiners Creek Trail No. 2",735.964285714286,"Summer"
"925",2008,9,"Capital City Trail, Princes Hill",737.310344827586,"Spring"
"926",2010,7,"Capital City Trail, Princes Hill",737.354838709677,"Winter"
"927",2010,10,"Gardiners Creek Trail No. 2",737.928571428571,"Spring"
"928",2008,6,"Royal Pde N Bound Lane",739.105263157895,"Winter"
"929",2008,6,"Royal Pde S Bound Lane",739.105263157895,"Winter"
"930",2007,12,"Royal Pde N Bound Lane",739.909090909091,"Summer"
"931",2007,12,"Royal Pde S Bound Lane",739.909090909091,"Summer"
"932",2010,11,"Tram 109 Trail",744.5,"Spring"
"933",2008,1,"Gardiners Creek Trail No. 2",745,"Summer"
"934",2010,8,"Bay Trail in St Kilda",746.766666666667,"Winter"
"935",2008,1,"Tram 109 Trail",746.870967741935,"Summer"
"936",2010,1,"Gardiners Creek Trail No. 2",747.1,"Summer"
"937",2006,2,"Tram 109 Trail",747.357142857143,"Summer"
"938",2009,7,"Bay Trail in St Kilda",747.58064516129,"Winter"
"939",2007,4,"Capital City Trail, Princes Hill",748.6,"Autumn"
"940",2006,10,"Capital City Trail, Princes Hill",748.966666666667,"Spring"
"941",2012,12,"Main Yarra Trail No.1",749.6,"Summer"
"942",2012,4,"Capital City Trail, Princes Hill",749.851851851852,"Autumn"
"943",2009,12,"Royal Pde N Bound Lane",749.95,"Summer"
"944",2009,12,"Royal Pde S Bound Lane",749.95,"Summer"
"945",2011,12,"Tram 109 Trail",750.533333333333,"Summer"
"946",2011,8,"Gardiners Creek Trail No. 2",750.766666666667,"Winter"
"947",2006,3,"Capital City Trail, Princes Hill",754.7,"Autumn"
"948",2011,10,"Tram 109 Trail",755.241379310345,"Spring"
"949",2006,8,"Main Yarra Trail, South Bank",755.354838709677,"Winter"
"950",2012,7,"Capital City Trail, Princes Hill",756.387096774194,"Winter"
"951",2009,6,"Main Yarra Trail, South Bank",757.142857142857,"Winter"
"952",2008,5,"Main Yarra Trail, South Bank",758.548387096774,"Autumn"
"953",2008,10,"Tram 109 Trail",758.931034482759,"Spring"
"954",2012,6,"Capital City Trail, Princes Hill",759.090909090909,"Winter"
"955",2010,11,"Gardiners Creek Trail No. 2",760.3,"Spring"
"956",2007,5,"Main Yarra Trail, South Bank",760.935483870968,"Autumn"
"957",2008,5,"Capital City Trail, Princes Hill",761.290322580645,"Autumn"
"958",2011,9,"Napier St Path, Yarra City",763.51724137931,"Spring"
"959",2006,2,"St Georges Road No.1",764.5,"Summer"
"960",2006,9,"Main Yarra Trail, South Bank",764.5,"Spring"
"961",2009,11,"Gardiners Creek Trail No. 2",764.866666666667,"Spring"
"962",2010,1,"Royal Pde N Bound Lane",766.016129032258,"Summer"
"963",2010,1,"Royal Pde S Bound Lane",766.016129032258,"Summer"
"964",2012,5,"Tram 109 Trail",766.692307692308,"Autumn"
"965",2010,9,"Capital City Trail, Princes Hill",767.033333333333,"Spring"
"966",2011,11,"Upfield Railway Line",767.233333333333,"Spring"
"967",2011,1,"Tram 109 Trail",768.741935483871,"Summer"
"968",2011,4,"Gardiners Creek Trail No. 2",769.37037037037,"Autumn"
"969",2007,12,"St Georges Road No.1",770.633333333333,"Summer"
"970",2009,9,"Capital City Trail, Princes Hill",771.566666666667,"Spring"
"971",2008,7,"St Georges Road No.1",771.586206896552,"Winter"
"972",2007,2,"Tram 109 Trail",771.607142857143,"Summer"
"973",2011,7,"St Kilda Rd N Bound Lane",773,"Winter"
"974",2011,7,"St Kilda Rd S Bound Lane",773,"Winter"
"975",2007,10,"Capital City Trail, Princes Hill",773.033333333333,"Spring"
"976",2010,4,"Gardiners Creek Trail No. 2",773.730769230769,"Autumn"
"977",2012,6,"Napier St Path, Yarra City",774.678571428571,"Winter"
"978",2010,12,"Capital City Trail, Princes Hill",775.466666666667,"Summer"
"979",2012,5,"Gardiners Creek Trail No. 2",775.666666666667,"Autumn"
"980",2012,1,"Main Yarra Trail No.1",775.806451612903,"Summer"
"981",2010,6,"Bay Trail in St Kilda",776.827586206897,"Winter"
"982",2006,11,"St Georges Road No.1",777.6,"Spring"
"983",2007,9,"Main Yarra Trail, South Bank",779.933333333333,"Spring"
"984",2012,9,"Tram 109 Trail",780.433333333333,"Spring"
"985",2006,5,"Bay Trail in St Kilda",781.483870967742,"Autumn"
"986",2006,12,"Main Yarra Trail, South Bank",783.032258064516,"Summer"
"987",2006,3,"Tram 109 Trail",783.366666666667,"Autumn"
"988",2008,11,"Capital City Trail, Princes Hill",786.233333333333,"Spring"
"989",2009,1,"Capital City Trail, Princes Hill",788.387096774194,"Summer"
"990",2009,2,"Upfield Railway Line",788.592592592593,"Summer"
"991",2006,6,"Bay Trail in St Kilda",788.655172413793,"Winter"
"992",2008,2,"Gardiners Creek Trail No. 2",788.692307692308,"Summer"
"993",2012,2,"Main Yarra Trail No.1",789.25,"Summer"
"994",2008,12,"Main Yarra Trail, South Bank",789.733333333333,"Summer"
"995",2007,9,"Bay Trail in St Kilda",790.6,"Spring"
"996",2012,7,"Napier St Path, Yarra City",795.357142857143,"Winter"
"997",2007,11,"Capital City Trail, Princes Hill",795.4,"Spring"
"998",2008,2,"Tram 109 Trail",796.178571428571,"Summer"
"999",2007,3,"Capital City Trail, Princes Hill",797.233333333333,"Autumn"
"1000",2011,8,"Napier St Path, Yarra City",797.483870967742,"Winter"
"1001",2007,5,"St Georges Road No.1",799.032258064516,"Autumn"
"1002",2011,6,"Napier St Path, Yarra City",800.4,"Winter"
"1003",2009,6,"Royal Pde N Bound Lane",800.844827586207,"Winter"
"1004",2009,6,"Royal Pde S Bound Lane",800.844827586207,"Winter"
"1005",2008,3,"Capital City Trail, Princes Hill",803.354838709677,"Autumn"
"1006",2012,7,"St Kilda Rd N Bound Lane",804.933333333333,"Winter"
"1007",2012,7,"St Kilda Rd S Bound Lane",804.933333333333,"Winter"
"1008",2009,3,"Tram 109 Trail",806.612903225806,"Autumn"
"1009",2008,1,"Capital City Trail, Princes Hill",808.709677419355,"Summer"
"1010",2006,3,"St Georges Road No.1",808.866666666667,"Autumn"
"1011",2009,4,"Capital City Trail, Princes Hill",809.107142857143,"Autumn"
"1012",2009,10,"Gardiners Creek Trail No. 2",809.535714285714,"Spring"
"1013",2011,11,"Tram 109 Trail",811.766666666667,"Spring"
"1014",2012,8,"Napier St Path, Yarra City",813.928571428571,"Winter"
"1015",2011,1,"Gardiners Creek Trail No. 2",814.806451612903,"Summer"
"1016",2009,9,"Main Yarra Trail, South Bank",815.533333333333,"Spring"
"1017",2005,12,"Footscray Road Path",816.3,"Summer"
"1018",2011,10,"Napier St Path, Yarra City",816.933333333333,"Spring"
"1019",2011,12,"Gardiners Creek Trail No. 2",817.633333333333,"Summer"
"1020",2009,1,"Tram 109 Trail",818.129032258065,"Summer"
"1021",2011,7,"Royal Pde N Bound Lane",818.758064516129,"Winter"
"1022",2011,7,"Royal Pde S Bound Lane",818.758064516129,"Winter"
"1023",2010,6,"Main Yarra Trail, South Bank",820.413793103448,"Winter"
"1024",2010,6,"Royal Pde N Bound Lane",820.931034482759,"Winter"
"1025",2010,6,"Royal Pde S Bound Lane",820.931034482759,"Winter"
"1026",2012,12,"Upfield Railway Line",821.181818181818,"Summer"
"1027",2009,5,"Capital City Trail, Princes Hill",821.516129032258,"Autumn"
"1028",2012,6,"Main Yarra Trail, South Bank",821.55,"Winter"
"1029",2008,9,"Main Yarra Trail, South Bank",822.25,"Spring"
"1030",2011,6,"Capital City Trail, Princes Hill",823.896551724138,"Winter"
"1031",2012,11,"Upfield Railway Line",823.9,"Spring"
"1032",2007,2,"Capital City Trail, Princes Hill",824.535714285714,"Summer"
"1033",2007,4,"St Georges Road No.1",824.8,"Autumn"
"1034",2012,7,"Main Yarra Trail, South Bank",825.451612903226,"Winter"
"1035",2009,7,"Royal Pde N Bound Lane",828.241935483871,"Winter"
"1036",2009,7,"Royal Pde S Bound Lane",828.241935483871,"Winter"
"1037",2011,2,"Gardiners Creek Trail No. 2",828.259259259259,"Summer"
"1038",2008,8,"St Georges Road No.1",828.92,"Winter"
"1039",2011,10,"Gardiners Creek Trail No. 2",830.620689655172,"Spring"
"1040",2012,10,"Upfield Railway Line",831.035714285714,"Spring"
"1041",2009,12,"Capital City Trail, Princes Hill",831.129032258065,"Summer"
"1042",2012,6,"Bay Trail in St Kilda",831.478260869565,"Winter"
"1043",2010,3,"Upfield Railway Line",831.566666666667,"Autumn"
"1044",2012,6,"St Kilda Rd N Bound Lane",832.43137254902,"Winter"
"1045",2012,6,"St Kilda Rd S Bound Lane",832.43137254902,"Winter"
"1046",2012,4,"Tram 109 Trail",834.714285714286,"Autumn"
"1047",2010,7,"Royal Pde N Bound Lane",835.064516129032,"Winter"
"1048",2010,7,"Royal Pde S Bound Lane",835.064516129032,"Winter"
"1049",2012,1,"Tram 109 Trail",835.903225806452,"Summer"
"1050",2009,6,"Bay Trail in St Kilda",837,"Winter"
"1051",2011,3,"Tram 109 Trail",837.258064516129,"Autumn"
"1052",2010,2,"Upfield Railway Line",837.964285714286,"Summer"
"1053",2007,5,"Bay Trail in St Kilda",840.451612903226,"Autumn"
"1054",2011,7,"Main Yarra Trail, South Bank",842.58064516129,"Winter"
"1055",2008,8,"Royal Pde N Bound Lane",845.220338983051,"Winter"
"1056",2008,8,"Royal Pde S Bound Lane",845.220338983051,"Winter"
"1057",2011,2,"Tram 109 Trail",845.925925925926,"Summer"
"1058",2011,5,"Capital City Trail, Princes Hill",847.322580645161,"Autumn"
"1059",2008,6,"St Georges Road No.1",848.827586206897,"Winter"
"1060",2012,12,"Gardiners Creek Trail No. 2",849.1,"Summer"
"1061",2011,2,"Upfield Railway Line",849.407407407407,"Summer"
"1062",2008,3,"Main Yarra Trail, South Bank",849.838709677419,"Autumn"
"1063",2011,5,"Bay Trail in St Kilda",850.41935483871,"Autumn"
"1064",2011,12,"Napier St Path, Yarra City",850.733333333333,"Summer"
"1065",2006,7,"Footscray Road Path",852.933333333333,"Winter"
"1066",2010,12,"Royal Pde N Bound Lane",853.305084745763,"Summer"
"1067",2010,12,"Royal Pde S Bound Lane",853.305084745763,"Summer"
"1068",2012,8,"St Kilda Rd N Bound Lane",853.5,"Winter"
"1069",2012,8,"St Kilda Rd S Bound Lane",853.5,"Winter"
"1070",2012,9,"Napier St Path, Yarra City",857.066666666667,"Spring"
"1071",2011,12,"Royal Pde N Bound Lane",857.35,"Summer"
"1072",2011,12,"Royal Pde S Bound Lane",857.35,"Summer"
"1073",2009,8,"Royal Pde N Bound Lane",862.152542372881,"Winter"
"1074",2009,8,"Royal Pde S Bound Lane",862.152542372881,"Winter"
"1075",2011,3,"Gardiners Creek Trail No. 2",862.870967741935,"Autumn"
"1076",2012,11,"Main Yarra Trail No.1",865.551724137931,"Spring"
"1077",2012,1,"Napier St Path, Yarra City",866.833333333333,"Summer"
"1078",2011,11,"Gardiners Creek Trail No. 2",869.6,"Spring"
"1079",2010,7,"Bay Trail in St Kilda",870.612903225806,"Winter"
"1080",2008,10,"Capital City Trail, Princes Hill",873.724137931035,"Spring"
"1081",2008,4,"Bay Trail in St Kilda",874.703703703704,"Autumn"
"1082",2012,8,"Bay Trail in St Kilda",875,"Winter"
"1083",2012,9,"Gardiners Creek Trail No. 2",875.633333333333,"Spring"
"1084",2007,10,"St Georges Road No.1",875.666666666667,"Spring"
"1085",2010,8,"Royal Pde N Bound Lane",876.05,"Winter"
"1086",2010,8,"Royal Pde S Bound Lane",876.05,"Winter"
"1087",2008,4,"Capital City Trail, Princes Hill",876.965517241379,"Autumn"
"1088",2012,8,"Main Yarra Trail, South Bank",877.166666666667,"Winter"
"1089",2008,6,"St Kilda Rd N Bound Lane",880.568181818182,"Winter"
"1090",2008,6,"St Kilda Rd S Bound Lane",880.568181818182,"Winter"
"1091",2011,1,"Royal Pde N Bound Lane",884.790322580645,"Summer"
"1092",2011,1,"Royal Pde S Bound Lane",884.790322580645,"Summer"
"1093",2011,6,"St Kilda Rd N Bound Lane",885.051724137931,"Winter"
"1094",2011,6,"St Kilda Rd S Bound Lane",885.051724137931,"Winter"
"1095",2011,6,"Royal Pde N Bound Lane",885.448275862069,"Winter"
"1096",2011,6,"Royal Pde S Bound Lane",885.448275862069,"Winter"
"1097",2007,3,"St Georges Road No.1",885.689655172414,"Autumn"
"1098",2012,3,"Tram 109 Trail",888.571428571429,"Autumn"
"1099",2007,10,"Bay Trail in St Kilda",890.566666666667,"Spring"
"1100",2010,8,"Main Yarra Trail, South Bank",891.933333333333,"Winter"
"1101",2005,12,"Cannings Street, Carlton",892.541666666667,"Summer"
"1102",2006,6,"Footscray Road Path",892.827586206897,"Winter"
"1103",2012,12,"Napier St Path, Yarra City",894.41935483871,"Summer"
"1104",2010,9,"Royal Pde N Bound Lane",894.448275862069,"Spring"
"1105",2010,9,"Royal Pde S Bound Lane",894.448275862069,"Spring"
"1106",2009,9,"Bay Trail in St Kilda",894.766666666667,"Spring"
"1107",2012,8,"Capital City Trail, Princes Hill",898.814814814815,"Winter"
"1108",2012,5,"Napier St Path, Yarra City",900.5,"Autumn"
"1109",2009,9,"Royal Pde N Bound Lane",901.603448275862,"Spring"
"1110",2009,9,"Royal Pde S Bound Lane",901.603448275862,"Spring"
"1111",2007,6,"Footscray Road Path",901.758620689655,"Winter"
"1112",2008,3,"St Kilda Rd N Bound Lane",904.607142857143,"Autumn"
"1113",2008,3,"St Kilda Rd S Bound Lane",904.607142857143,"Autumn"
"1114",2011,4,"Royal Pde N Bound Lane",904.63829787234,"Autumn"
"1115",2011,4,"Royal Pde S Bound Lane",904.63829787234,"Autumn"
"1116",2012,3,"Upfield Railway Line",904.896551724138,"Autumn"
"1117",2008,7,"St Kilda Rd N Bound Lane",905.666666666667,"Winter"
"1118",2008,7,"St Kilda Rd S Bound Lane",905.666666666667,"Winter"
"1119",2007,11,"Royal Pde N Bound Lane",906,"Spring"
"1120",2007,11,"Royal Pde S Bound Lane",906,"Spring"
"1121",2010,1,"Capital City Trail, Princes Hill",906.333333333333,"Summer"
"1122",2008,1,"St Georges Road No.1",906.448275862069,"Summer"
"1123",2007,7,"Footscray Road Path",907.903225806452,"Winter"
"1124",2008,8,"St Kilda Rd N Bound Lane",907.981481481482,"Winter"
"1125",2008,8,"St Kilda Rd S Bound Lane",907.981481481482,"Winter"
"1126",2008,12,"St Georges Road No.1",908.1,"Summer"
"1127",2009,5,"Main Yarra Trail, South Bank",909.774193548387,"Autumn"
"1128",2012,7,"Bay Trail in St Kilda",912.741935483871,"Winter"
"1129",2012,10,"Main Yarra Trail No.1",913.551724137931,"Spring"
"1130",2011,3,"Upfield Railway Line",913.612903225806,"Autumn"
"1131",2011,9,"Capital City Trail, Princes Hill",913.9,"Spring"
"1132",2009,2,"Tram 109 Trail",915.703703703704,"Summer"
"1133",2012,6,"Royal Pde N Bound Lane",916.408163265306,"Winter"
"1134",2012,6,"Royal Pde S Bound Lane",916.408163265306,"Winter"
"1135",2011,1,"Capital City Trail, Princes Hill",919.967741935484,"Summer"
"1136",2012,12,"Tram 109 Trail",921.583333333333,"Summer"
"1137",2012,1,"Royal Pde N Bound Lane",922.41935483871,"Summer"
"1138",2012,1,"Royal Pde S Bound Lane",922.41935483871,"Summer"
"1139",2010,7,"Main Yarra Trail, South Bank",922.741935483871,"Winter"
"1140",2009,3,"Capital City Trail, Princes Hill",923.806451612903,"Autumn"
"1141",2012,11,"Tram 109 Trail",925.166666666667,"Spring"
"1142",2012,5,"Capital City Trail, Princes Hill",925.241379310345,"Autumn"
"1143",2006,4,"Bay Trail in St Kilda",925.285714285714,"Autumn"
"1144",2008,11,"Royal Pde N Bound Lane",926.196078431373,"Spring"
"1145",2008,11,"Royal Pde S Bound Lane",926.196078431373,"Spring"
"1146",2010,9,"Bay Trail in St Kilda",926.9,"Spring"
"1147",2006,4,"Footscray Road Path",928.678571428571,"Autumn"
"1148",2009,10,"Capital City Trail, Princes Hill",929,"Spring"
"1149",2012,9,"St Kilda Rd N Bound Lane",929.033333333333,"Spring"
"1150",2012,9,"St Kilda Rd S Bound Lane",929.033333333333,"Spring"
"1151",2009,11,"Royal Pde N Bound Lane",934.416666666667,"Spring"
"1152",2009,11,"Royal Pde S Bound Lane",934.416666666667,"Spring"
"1153",2012,2,"Upfield Railway Line",934.607142857143,"Summer"
"1154",2010,12,"St Kilda Rd N Bound Lane",934.96,"Summer"
"1155",2010,12,"St Kilda Rd S Bound Lane",934.96,"Summer"
"1156",2007,1,"Main Yarra Trail, South Bank",936.1,"Summer"
"1157",2011,11,"Napier St Path, Yarra City",936.448275862069,"Spring"
"1158",2011,12,"Capital City Trail, Princes Hill",937.5,"Summer"
"1159",2012,7,"Royal Pde N Bound Lane",939.241379310345,"Winter"
"1160",2012,7,"Royal Pde S Bound Lane",939.241379310345,"Winter"
"1161",2006,5,"Footscray Road Path",940.870967741935,"Autumn"
"1162",2012,1,"Gardiners Creek Trail No. 2",945.032258064516,"Summer"
"1163",2011,12,"St Kilda Rd N Bound Lane",946,"Summer"
"1164",2011,12,"St Kilda Rd S Bound Lane",946,"Summer"
"1165",2007,2,"St Georges Road No.1",947.214285714286,"Summer"
"1166",2010,5,"Capital City Trail, Princes Hill",947.354838709677,"Autumn"
"1167",2012,4,"Napier St Path, Yarra City",947.620689655172,"Autumn"
"1168",2008,9,"Royal Pde N Bound Lane",948.389830508475,"Spring"
"1169",2008,9,"Royal Pde S Bound Lane",948.389830508475,"Spring"
"1170",2009,4,"Main Yarra Trail, South Bank",949.535714285714,"Autumn"
"1171",2008,4,"Main Yarra Trail, South Bank",950.344827586207,"Autumn"
"1172",2011,4,"Capital City Trail, Princes Hill",952.413793103448,"Autumn"
"1173",2012,3,"Gardiners Creek Trail No. 2",953.037037037037,"Autumn"
"1174",2012,11,"Gardiners Creek Trail No. 2",954.433333333333,"Spring"
"1175",2010,10,"Capital City Trail, Princes Hill",955.892857142857,"Spring"
"1176",2008,4,"Royal Pde N Bound Lane",957.214285714286,"Autumn"
